3.7425 	INFO 	Loaded monitor calibration from ['2024_08_08 19:17']
5.2063 	EXP 	probe: autoDraw = False
5.2063 	EXP 	fixation: autoDraw = True
6.2055 	EXP 	fixation: autoDraw = False
6.2055 	EXP 	line1: autoDraw = True
6.2055 	EXP 	line2: autoDraw = True
6.2055 	EXP 	line3: autoDraw = True
6.2055 	EXP 	line4: autoDraw = True
7.2059 	INFO 	Keyboard events cleared
7.2055 	EXP 	probe: autoDraw = True
7.4894 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'pos': -150, 'corr_resp': 'z', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
7.4902 	DATA 	Keypress: c
7.5057 	EXP 	fixation: autoDraw = False
7.5057 	EXP 	line1: autoDraw = False
7.5057 	EXP 	line2: autoDraw = False
7.5057 	EXP 	line3: autoDraw = False
7.5057 	EXP 	line4: autoDraw = False
7.5057 	EXP 	probe: autoDraw = False
7.5057 	EXP 	fixation: autoDraw = True
8.4878 	EXP 	line1: autoDraw = True
8.4878 	EXP 	line2: autoDraw = True
8.4878 	EXP 	line3: autoDraw = True
8.4878 	EXP 	line4: autoDraw = True
8.5211 	EXP 	fixation: autoDraw = False
9.4383 	DATA 	Keypress: z
9.5044 	INFO 	Keyboard events cleared
9.5041 	EXP 	probe: autoDraw = True
9.9382 	EXP 	New trial (rep=1, index=0): <Trial 4 (0 in rep 1) data={'pos': -50, 'corr_resp': 'x', 'thisN': 4, 'thisTrialN': 0, 'thisRepN': 1}>
9.9390 	DATA 	Keypress: z
9.9540 	EXP 	fixation: autoDraw = False
9.9540 	EXP 	line1: autoDraw = False
9.9540 	EXP 	line2: autoDraw = False
9.9540 	EXP 	line3: autoDraw = False
9.9540 	EXP 	line4: autoDraw = False
9.9540 	EXP 	probe: autoDraw = False
9.9540 	EXP 	fixation: autoDraw = True
10.9534 	EXP 	fixation: autoDraw = False
10.9534 	EXP 	line1: autoDraw = True
10.9534 	EXP 	line2: autoDraw = True
10.9534 	EXP 	line3: autoDraw = True
10.9534 	EXP 	line4: autoDraw = True
11.9535 	INFO 	Keyboard events cleared
11.9532 	EXP 	probe: autoDraw = True
12.6537 	EXP 	New trial (rep=1, index=1): <Trial 5 (1 in rep 1) data={'pos': 150, 'corr_resp': 'v', 'thisN': 5, 'thisTrialN': 1, 'thisRepN': 1}>
12.6546 	DATA 	Keypress: x
12.6697 	EXP 	fixation: autoDraw = False
12.6697 	EXP 	line1: autoDraw = False
12.6697 	EXP 	line2: autoDraw = False
12.6697 	EXP 	line3: autoDraw = False
12.6697 	EXP 	line4: autoDraw = False
12.6697 	EXP 	probe: autoDraw = False
12.6697 	EXP 	fixation: autoDraw = True
13.6689 	EXP 	fixation: autoDraw = False
13.6689 	EXP 	line1: autoDraw = True
13.6689 	EXP 	line2: autoDraw = True
13.6689 	EXP 	line3: autoDraw = True
13.6689 	EXP 	line4: autoDraw = True
14.6689 	INFO 	Keyboard events cleared
14.6686 	EXP 	probe: autoDraw = True
15.0028 	EXP 	New trial (rep=1, index=2): <Trial 6 (2 in rep 1) data={'pos': 50, 'corr_resp': 'c', 'thisN': 6, 'thisTrialN': 2, 'thisRepN': 1}>
15.0037 	DATA 	Keypress: v
15.0185 	EXP 	fixation: autoDraw = False
15.0185 	EXP 	line1: autoDraw = False
15.0185 	EXP 	line2: autoDraw = False
15.0185 	EXP 	line3: autoDraw = False
15.0185 	EXP 	line4: autoDraw = False
15.0185 	EXP 	probe: autoDraw = False
15.0185 	EXP 	fixation: autoDraw = True
16.0180 	EXP 	fixation: autoDraw = False
16.0180 	EXP 	line1: autoDraw = True
16.0180 	EXP 	line2: autoDraw = True
16.0180 	EXP 	line3: autoDraw = True
16.0180 	EXP 	line4: autoDraw = True
17.0181 	INFO 	Keyboard events cleared
17.0179 	EXP 	probe: autoDraw = True
17.4687 	EXP 	New trial (rep=1, index=3): <Trial 7 (3 in rep 1) data={'pos': -150, 'corr_resp': 'z', 'thisN': 7, 'thisTrialN': 3, 'thisRepN': 1}>
17.4695 	DATA 	Keypress: c
17.4841 	EXP 	fixation: autoDraw = False
17.4841 	EXP 	line1: autoDraw = False
17.4841 	EXP 	line2: autoDraw = False
17.4841 	EXP 	line3: autoDraw = False
17.4841 	EXP 	line4: autoDraw = False
17.4841 	EXP 	probe: autoDraw = False
17.4841 	EXP 	fixation: autoDraw = True
18.4841 	EXP 	fixation: autoDraw = False
18.4841 	EXP 	line1: autoDraw = True
18.4841 	EXP 	line2: autoDraw = True
18.4841 	EXP 	line3: autoDraw = True
18.4841 	EXP 	line4: autoDraw = True
19.4831 	INFO 	Keyboard events cleared
19.4829 	EXP 	probe: autoDraw = True
19.7007 	EXP 	New trial (rep=2, index=0): <Trial 8 (0 in rep 2) data={'pos': -50, 'corr_resp': 'x', 'thisN': 8, 'thisTrialN': 0, 'thisRepN': 2}>
19.7015 	DATA 	Keypress: z
19.7164 	EXP 	fixation: autoDraw = False
19.7164 	EXP 	line1: autoDraw = False
19.7164 	EXP 	line2: autoDraw = False
19.7164 	EXP 	line3: autoDraw = False
19.7164 	EXP 	line4: autoDraw = False
19.7164 	EXP 	probe: autoDraw = False
19.7164 	EXP 	fixation: autoDraw = True
20.7160 	EXP 	fixation: autoDraw = False
20.7160 	EXP 	line1: autoDraw = True
20.7160 	EXP 	line2: autoDraw = True
20.7160 	EXP 	line3: autoDraw = True
20.7160 	EXP 	line4: autoDraw = True
21.7158 	INFO 	Keyboard events cleared
21.7154 	EXP 	probe: autoDraw = True
21.9330 	EXP 	New trial (rep=2, index=1): <Trial 9 (1 in rep 2) data={'pos': 150, 'corr_resp': 'v', 'thisN': 9, 'thisTrialN': 1, 'thisRepN': 2}>
21.9337 	DATA 	Keypress: x
21.9487 	EXP 	fixation: autoDraw = False
21.9487 	EXP 	line1: autoDraw = False
21.9487 	EXP 	line2: autoDraw = False
21.9487 	EXP 	line3: autoDraw = False
21.9487 	EXP 	line4: autoDraw = False
21.9487 	EXP 	probe: autoDraw = False
21.9487 	EXP 	fixation: autoDraw = True
22.9316 	EXP 	line1: autoDraw = True
22.9316 	EXP 	line2: autoDraw = True
22.9316 	EXP 	line3: autoDraw = True
22.9316 	EXP 	line4: autoDraw = True
22.9484 	EXP 	fixation: autoDraw = False
23.9484 	INFO 	Keyboard events cleared
23.9482 	EXP 	probe: autoDraw = True
24.1321 	EXP 	New trial (rep=2, index=2): <Trial 10 (2 in rep 2) data={'pos': 50, 'corr_resp': 'c', 'thisN': 10, 'thisTrialN': 2, 'thisRepN': 2}>
24.1331 	DATA 	Keypress: v
24.1477 	EXP 	fixation: autoDraw = False
24.1477 	EXP 	line1: autoDraw = False
24.1477 	EXP 	line2: autoDraw = False
24.1477 	EXP 	line3: autoDraw = False
24.1477 	EXP 	line4: autoDraw = False
24.1477 	EXP 	probe: autoDraw = False
24.1477 	EXP 	fixation: autoDraw = True
25.1474 	EXP 	fixation: autoDraw = False
25.1474 	EXP 	line1: autoDraw = True
25.1474 	EXP 	line2: autoDraw = True
25.1474 	EXP 	line3: autoDraw = True
25.1474 	EXP 	line4: autoDraw = True
26.1473 	INFO 	Keyboard events cleared
26.1469 	EXP 	probe: autoDraw = True
26.3146 	EXP 	New trial (rep=2, index=3): <Trial 11 (3 in rep 2) data={'pos': -150, 'corr_resp': 'z', 'thisN': 11, 'thisTrialN': 3, 'thisRepN': 2}>
26.3154 	DATA 	Keypress: c
26.3301 	EXP 	fixation: autoDraw = False
26.3301 	EXP 	line1: autoDraw = False
26.3301 	EXP 	line2: autoDraw = False
26.3301 	EXP 	line3: autoDraw = False
26.3301 	EXP 	line4: autoDraw = False
26.3301 	EXP 	probe: autoDraw = False
26.3301 	EXP 	fixation: autoDraw = True
27.3298 	EXP 	fixation: autoDraw = False
27.3298 	EXP 	line1: autoDraw = True
27.3298 	EXP 	line2: autoDraw = True
27.3298 	EXP 	line3: autoDraw = True
27.3298 	EXP 	line4: autoDraw = True
28.3293 	INFO 	Keyboard events cleared
28.3291 	EXP 	probe: autoDraw = True
28.6302 	EXP 	New trial (rep=3, index=0): <Trial 12 (0 in rep 3) data={'pos': -50, 'corr_resp': 'x', 'thisN': 12, 'thisTrialN': 0, 'thisRepN': 3}>
28.6310 	DATA 	Keypress: z
28.6466 	EXP 	fixation: autoDraw = False
28.6466 	EXP 	line1: autoDraw = False
28.6466 	EXP 	line2: autoDraw = False
28.6466 	EXP 	line3: autoDraw = False
28.6466 	EXP 	line4: autoDraw = False
28.6466 	EXP 	probe: autoDraw = False
28.6466 	EXP 	fixation: autoDraw = True
29.6454 	EXP 	fixation: autoDraw = False
29.6454 	EXP 	line1: autoDraw = True
29.6454 	EXP 	line2: autoDraw = True
29.6454 	EXP 	line3: autoDraw = True
29.6454 	EXP 	line4: autoDraw = True
30.6452 	INFO 	Keyboard events cleared
30.6449 	EXP 	probe: autoDraw = True
30.8789 	EXP 	New trial (rep=3, index=1): <Trial 13 (1 in rep 3) data={'pos': 150, 'corr_resp': 'v', 'thisN': 13, 'thisTrialN': 1, 'thisRepN': 3}>
30.8797 	DATA 	Keypress: x
30.8949 	EXP 	fixation: autoDraw = False
30.8949 	EXP 	line1: autoDraw = False
30.8949 	EXP 	line2: autoDraw = False
30.8949 	EXP 	line3: autoDraw = False
30.8949 	EXP 	line4: autoDraw = False
30.8949 	EXP 	probe: autoDraw = False
30.8949 	EXP 	fixation: autoDraw = True
31.8785 	EXP 	line1: autoDraw = True
31.8785 	EXP 	line2: autoDraw = True
31.8785 	EXP 	line3: autoDraw = True
31.8785 	EXP 	line4: autoDraw = True
31.8945 	EXP 	fixation: autoDraw = False
32.8779 	INFO 	Keyboard events cleared
32.8776 	EXP 	probe: autoDraw = True
33.0783 	EXP 	New trial (rep=3, index=2): <Trial 14 (2 in rep 3) data={'pos': 50, 'corr_resp': 'c', 'thisN': 14, 'thisTrialN': 2, 'thisRepN': 3}>
33.0792 	DATA 	Keypress: v
33.0947 	EXP 	fixation: autoDraw = False
33.0947 	EXP 	line1: autoDraw = False
33.0947 	EXP 	line2: autoDraw = False
33.0947 	EXP 	line3: autoDraw = False
33.0947 	EXP 	line4: autoDraw = False
33.0947 	EXP 	probe: autoDraw = False
33.0947 	EXP 	fixation: autoDraw = True
34.0768 	EXP 	line1: autoDraw = True
34.0768 	EXP 	line2: autoDraw = True
34.0768 	EXP 	line3: autoDraw = True
34.0768 	EXP 	line4: autoDraw = True
34.1100 	EXP 	fixation: autoDraw = False
35.0937 	INFO 	Keyboard events cleared
35.0935 	EXP 	probe: autoDraw = True
35.3604 	EXP 	New trial (rep=3, index=3): <Trial 15 (3 in rep 3) data={'pos': -150, 'corr_resp': 'z', 'thisN': 15, 'thisTrialN': 3, 'thisRepN': 3}>
35.3612 	DATA 	Keypress: c
35.3762 	EXP 	fixation: autoDraw = False
35.3762 	EXP 	line1: autoDraw = False
35.3762 	EXP 	line2: autoDraw = False
35.3762 	EXP 	line3: autoDraw = False
35.3762 	EXP 	line4: autoDraw = False
35.3762 	EXP 	probe: autoDraw = False
35.3762 	EXP 	fixation: autoDraw = True
36.3761 	EXP 	fixation: autoDraw = False
36.3761 	EXP 	line1: autoDraw = True
36.3761 	EXP 	line2: autoDraw = True
36.3761 	EXP 	line3: autoDraw = True
36.3761 	EXP 	line4: autoDraw = True
37.3763 	INFO 	Keyboard events cleared
37.3760 	EXP 	probe: autoDraw = True
37.6593 	EXP 	New trial (rep=4, index=0): <Trial 16 (0 in rep 4) data={'pos': -50, 'corr_resp': 'x', 'thisN': 16, 'thisTrialN': 0, 'thisRepN': 4}>
37.6601 	DATA 	Keypress: z
37.6755 	EXP 	fixation: autoDraw = False
37.6755 	EXP 	line1: autoDraw = False
37.6755 	EXP 	line2: autoDraw = False
37.6755 	EXP 	line3: autoDraw = False
37.6755 	EXP 	line4: autoDraw = False
37.6755 	EXP 	probe: autoDraw = False
37.6755 	EXP 	fixation: autoDraw = True
38.6747 	EXP 	fixation: autoDraw = False
38.6747 	EXP 	line1: autoDraw = True
38.6747 	EXP 	line2: autoDraw = True
38.6747 	EXP 	line3: autoDraw = True
38.6747 	EXP 	line4: autoDraw = True
39.6586 	INFO 	Keyboard events cleared
39.6583 	EXP 	probe: autoDraw = True
39.8587 	EXP 	New trial (rep=4, index=1): <Trial 17 (1 in rep 4) data={'pos': 150, 'corr_resp': 'v', 'thisN': 17, 'thisTrialN': 1, 'thisRepN': 4}>
39.8595 	DATA 	Keypress: x
39.8743 	EXP 	fixation: autoDraw = False
39.8743 	EXP 	line1: autoDraw = False
39.8743 	EXP 	line2: autoDraw = False
39.8743 	EXP 	line3: autoDraw = False
39.8743 	EXP 	line4: autoDraw = False
39.8743 	EXP 	probe: autoDraw = False
39.8743 	EXP 	fixation: autoDraw = True
40.8741 	EXP 	fixation: autoDraw = False
40.8741 	EXP 	line1: autoDraw = True
40.8741 	EXP 	line2: autoDraw = True
40.8741 	EXP 	line3: autoDraw = True
40.8741 	EXP 	line4: autoDraw = True
41.7746 	DATA 	Keypress: v
41.8740 	INFO 	Keyboard events cleared
41.8736 	EXP 	probe: autoDraw = True
42.1412 	EXP 	New trial (rep=4, index=2): <Trial 18 (2 in rep 4) data={'pos': 50, 'corr_resp': 'c', 'thisN': 18, 'thisTrialN': 2, 'thisRepN': 4}>
42.1420 	DATA 	Keypress: v
42.1571 	EXP 	fixation: autoDraw = False
42.1571 	EXP 	line1: autoDraw = False
42.1571 	EXP 	line2: autoDraw = False
42.1571 	EXP 	line3: autoDraw = False
42.1571 	EXP 	line4: autoDraw = False
42.1571 	EXP 	probe: autoDraw = False
42.1571 	EXP 	fixation: autoDraw = True
43.1561 	EXP 	fixation: autoDraw = False
43.1561 	EXP 	line1: autoDraw = True
43.1561 	EXP 	line2: autoDraw = True
43.1561 	EXP 	line3: autoDraw = True
43.1561 	EXP 	line4: autoDraw = True
44.1563 	INFO 	Keyboard events cleared
44.1560 	EXP 	probe: autoDraw = True
44.3896 	EXP 	New trial (rep=4, index=3): <Trial 19 (3 in rep 4) data={'pos': -150, 'corr_resp': 'z', 'thisN': 19, 'thisTrialN': 3, 'thisRepN': 4}>
44.3904 	DATA 	Keypress: c
44.4057 	EXP 	fixation: autoDraw = False
44.4057 	EXP 	line1: autoDraw = False
44.4057 	EXP 	line2: autoDraw = False
44.4057 	EXP 	line3: autoDraw = False
44.4057 	EXP 	line4: autoDraw = False
44.4057 	EXP 	probe: autoDraw = False
44.4057 	EXP 	fixation: autoDraw = True
45.3892 	EXP 	line1: autoDraw = True
45.3892 	EXP 	line2: autoDraw = True
45.3892 	EXP 	line3: autoDraw = True
45.3892 	EXP 	line4: autoDraw = True
45.4052 	EXP 	fixation: autoDraw = False
46.4053 	INFO 	Keyboard events cleared
46.4049 	EXP 	probe: autoDraw = True
46.6395 	EXP 	New trial (rep=5, index=0): <Trial 20 (0 in rep 5) data={'pos': -50, 'corr_resp': 'x', 'thisN': 20, 'thisTrialN': 0, 'thisRepN': 5}>
46.6403 	DATA 	Keypress: z
46.6549 	EXP 	fixation: autoDraw = False
46.6549 	EXP 	line1: autoDraw = False
46.6549 	EXP 	line2: autoDraw = False
46.6549 	EXP 	line3: autoDraw = False
46.6549 	EXP 	line4: autoDraw = False
46.6549 	EXP 	probe: autoDraw = False
46.6549 	EXP 	fixation: autoDraw = True
47.6547 	EXP 	fixation: autoDraw = False
47.6547 	EXP 	line1: autoDraw = True
47.6547 	EXP 	line2: autoDraw = True
