6.1606 	INFO 	Loaded monitor calibration from ['2024_08_08 19:17']
46.4528 	DATA 	Mouse: Left button down, pos=(611,183)
46.4535 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
46.4695 	EXP 	text: autoDraw = False
46.4695 	EXP 	textbox: autoDraw = False
46.4695 	EXP 	polygon: autoDraw = True
46.6695 	DATA 	Mouse:  Left button up, pos=(611,183)
47.4685 	INFO 	Keyboard events cleared
47.4683 	EXP 	polygon_2: autoDraw = True
47.4852 	EXP 	polygon: autoDraw = False
47.7535 	DATA 	Keypress: space
47.7686 	EXP 	polygon: autoDraw = False
47.7686 	EXP 	polygon_2: autoDraw = False
47.8356 	EXP 	Sound sound_1 reached end of file
47.8522 	EXP 	Sound sound_1 started
48.1538 	EXP 	Sound sound_1 stopped
48.1684 	EXP 	text: autoDraw = True
48.1684 	EXP 	textbox: autoDraw = True
48.6519 	DATA 	Keypress: 1
48.8018 	DATA 	Keypress: 0
48.9183 	DATA 	Keypress: 0
50.6677 	DATA 	Mouse: Left button down, pos=(614,162)
50.6686 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
50.6843 	EXP 	text: autoDraw = False
50.6843 	EXP 	textbox: autoDraw = False
50.6843 	EXP 	polygon: autoDraw = True
50.9014 	DATA 	Mouse:  Left button up, pos=(614,162)
51.6839 	INFO 	Keyboard events cleared
51.6836 	EXP 	polygon: autoDraw = False
51.6836 	EXP 	polygon_2: autoDraw = True
51.9190 	DATA 	Keypress: space
51.9334 	EXP 	polygon: autoDraw = False
51.9334 	EXP 	polygon_2: autoDraw = False
52.6166 	EXP 	Sound sound_1 reached end of file
52.6332 	EXP 	Sound sound_1 started
52.9316 	EXP 	Sound sound_1 stopped
52.9486 	EXP 	text: autoDraw = True
52.9486 	EXP 	textbox: autoDraw = True
55.7655 	DATA 	Keypress: 8
55.9025 	DATA 	Keypress: 5
56.0187 	DATA 	Keypress: 0
57.4185 	DATA 	Mouse: Left button down, pos=(614,162)
57.4326 	EXP 	New trial (rep=0, index=10): <Trial 10 (10 in rep 0) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 10, 'thisTrialN': 10, 'thisRepN': 0}>
57.4477 	EXP 	text: autoDraw = False
57.4477 	EXP 	textbox: autoDraw = False
57.4477 	EXP 	polygon: autoDraw = True
57.6485 	DATA 	Mouse:  Left button up, pos=(614,162)
58.4474 	INFO 	Keyboard events cleared
58.4472 	EXP 	polygon: autoDraw = False
58.4472 	EXP 	polygon_2: autoDraw = True
58.7153 	DATA 	Keypress: space
58.7304 	EXP 	polygon: autoDraw = False
58.7304 	EXP 	polygon_2: autoDraw = False
59.3972 	EXP 	Sound sound_1 reached end of file
59.4138 	EXP 	Sound sound_1 started
59.7151 	EXP 	Sound sound_1 stopped
59.7290 	EXP 	text: autoDraw = True
59.7290 	EXP 	textbox: autoDraw = True
60.4801 	DATA 	Keypress: 8
60.5965 	DATA 	Keypress: 5
60.7298 	DATA 	Keypress: 0
62.1296 	DATA 	Mouse: Left button down, pos=(614,162)
62.1304 	EXP 	New trial (rep=0, index=11): <Trial 11 (11 in rep 0) data={'delay': 0.7, 'freq': 400, 'condition': 'unexp', 'thisN': 11, 'thisTrialN': 11, 'thisRepN': 0}>
62.1461 	EXP 	text: autoDraw = False
62.1461 	EXP 	textbox: autoDraw = False
62.1461 	EXP 	polygon: autoDraw = True
62.3637 	DATA 	Mouse:  Left button up, pos=(614,162)
63.1454 	INFO 	Keyboard events cleared
63.1451 	EXP 	polygon_2: autoDraw = True
63.1623 	EXP 	polygon: autoDraw = False
63.3967 	DATA 	Keypress: space
63.4117 	EXP 	polygon: autoDraw = False
63.4117 	EXP 	polygon_2: autoDraw = False
64.0783 	EXP 	Sound sound_1 reached end of file
64.0948 	EXP 	Sound sound_1 started
64.3977 	EXP 	Sound sound_1 stopped
64.4103 	EXP 	text: autoDraw = True
64.4103 	EXP 	textbox: autoDraw = True
66.4833 	DATA 	Keypress: 3
66.5940 	DATA 	Keypress: 2
66.6775 	DATA 	Keypress: 0
67.8104 	DATA 	Mouse: Left button down, pos=(614,162)
67.8112 	EXP 	New trial (rep=1, index=0): <Trial 12 (0 in rep 1) data={'delay': 0.1, 'freq': 400, 'condition': 'unexp', 'thisN': 12, 'thisTrialN': 0, 'thisRepN': 1}>
67.8268 	EXP 	text: autoDraw = False
67.8268 	EXP 	textbox: autoDraw = False
67.8268 	EXP 	polygon: autoDraw = True
68.0276 	DATA 	Mouse:  Left button up, pos=(614,162)
68.8260 	INFO 	Keyboard events cleared
68.8258 	EXP 	polygon_2: autoDraw = True
68.8432 	EXP 	polygon: autoDraw = False
69.1112 	DATA 	Keypress: space
69.1261 	EXP 	polygon: autoDraw = False
69.1261 	EXP 	polygon_2: autoDraw = False
69.2100 	EXP 	Sound sound_1 reached end of file
69.2265 	EXP 	Sound sound_1 started
69.5285 	EXP 	Sound sound_1 stopped
69.5417 	EXP 	text: autoDraw = True
69.5417 	EXP 	textbox: autoDraw = True
71.5257 	DATA 	Keypress: 1
72.0784 	DATA 	Keypress: 0
72.2248 	DATA 	Keypress: 0
73.4914 	DATA 	Mouse: Left button down, pos=(614,162)
73.4923 	EXP 	New trial (rep=1, index=1): <Trial 13 (1 in rep 1) data={'delay': 0.7, 'freq': 400, 'condition': 'unexp', 'thisN': 13, 'thisTrialN': 1, 'thisRepN': 1}>
73.5078 	EXP 	text: autoDraw = False
73.5078 	EXP 	textbox: autoDraw = False
73.5078 	EXP 	polygon: autoDraw = True
73.7243 	DATA 	Mouse:  Left button up, pos=(614,162)
74.5071 	INFO 	Keyboard events cleared
74.5069 	EXP 	polygon: autoDraw = False
74.5069 	EXP 	polygon_2: autoDraw = True
74.7917 	DATA 	Keypress: space
74.8065 	EXP 	polygon: autoDraw = False
74.8065 	EXP 	polygon_2: autoDraw = False
75.4739 	EXP 	Sound sound_1 reached end of file
75.4904 	EXP 	Sound sound_1 started
75.7898 	EXP 	Sound sound_1 stopped
75.8057 	EXP 	text: autoDraw = True
75.8057 	EXP 	textbox: autoDraw = True
77.0060 	DATA 	Keypress: 8
77.1893 	DATA 	Keypress: 7
77.4227 	DATA 	Keypress: 0
78.7055 	DATA 	Mouse: Left button down, pos=(663,175)
78.7065 	EXP 	New trial (rep=1, index=2): <Trial 14 (2 in rep 1) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 14, 'thisTrialN': 2, 'thisRepN': 1}>
78.7223 	EXP 	text: autoDraw = False
78.7223 	EXP 	textbox: autoDraw = False
78.7223 	EXP 	polygon: autoDraw = True
78.9224 	DATA 	Mouse:  Left button up, pos=(663,175)
79.7054 	INFO 	Keyboard events cleared
79.7052 	EXP 	polygon_2: autoDraw = True
79.7228 	EXP 	polygon: autoDraw = False
79.9730 	DATA 	Keypress: space
79.9879 	EXP 	polygon: autoDraw = False
79.9879 	EXP 	polygon_2: autoDraw = False
80.0712 	EXP 	Sound sound_1 reached end of file
80.0877 	EXP 	Sound sound_1 started
80.3875 	EXP 	Sound sound_1 stopped
80.4038 	EXP 	text: autoDraw = True
80.4038 	EXP 	textbox: autoDraw = True
81.6761 	DATA 	Keypress: 2
81.9203 	DATA 	Keypress: 2
82.3423 	DATA 	Keypress: 0
83.4034 	DATA 	Mouse: Left button down, pos=(631,197)
83.4042 	EXP 	New trial (rep=1, index=3): <Trial 15 (3 in rep 1) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 15, 'thisTrialN': 3, 'thisRepN': 1}>
83.4204 	EXP 	text: autoDraw = False
83.4204 	EXP 	textbox: autoDraw = False
83.4204 	EXP 	polygon: autoDraw = True
83.6374 	DATA 	Mouse:  Left button up, pos=(631,197)
84.4192 	INFO 	Keyboard events cleared
84.4190 	EXP 	polygon_2: autoDraw = True
84.4358 	EXP 	polygon: autoDraw = False
84.7546 	DATA 	Keypress: space
84.7695 	EXP 	polygon: autoDraw = False
84.7695 	EXP 	polygon_2: autoDraw = False
85.4520 	EXP 	Sound sound_1 reached end of file
85.4685 	EXP 	Sound sound_1 started
85.7631 	EXP 	Sound sound_1 stopped
85.7849 	EXP 	text: autoDraw = True
85.7849 	EXP 	textbox: autoDraw = True
86.7687 	DATA 	Keypress: 4
86.9184 	DATA 	Keypress: 5
87.2181 	DATA 	Keypress: 0
88.6721 	DATA 	Mouse: Left button down, pos=(628,159)
88.6860 	EXP 	New trial (rep=1, index=4): <Trial 16 (4 in rep 1) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 16, 'thisTrialN': 4, 'thisRepN': 1}>
88.7010 	EXP 	text: autoDraw = False
88.7010 	EXP 	textbox: autoDraw = False
88.7010 	EXP 	polygon: autoDraw = True
88.9013 	DATA 	Mouse:  Left button up, pos=(628,159)
89.7009 	INFO 	Keyboard events cleared
89.7006 	EXP 	polygon: autoDraw = False
89.7006 	EXP 	polygon_2: autoDraw = True
89.9689 	DATA 	Keypress: space
89.9843 	EXP 	polygon: autoDraw = False
89.9843 	EXP 	polygon_2: autoDraw = False
90.3665 	EXP 	Sound sound_1 reached end of file
90.3831 	EXP 	Sound sound_1 started
90.6804 	EXP 	Sound sound_1 stopped
90.6992 	EXP 	text: autoDraw = True
90.6992 	EXP 	textbox: autoDraw = True
91.6670 	DATA 	Keypress: 5
91.8495 	DATA 	Keypress: 6
92.0867 	DATA 	Keypress: 0
93.5158 	DATA 	Mouse: Left button down, pos=(628,159)
93.5168 	EXP 	New trial (rep=1, index=5): <Trial 17 (5 in rep 1) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 17, 'thisTrialN': 5, 'thisRepN': 1}>
93.5323 	EXP 	text: autoDraw = False
93.5323 	EXP 	textbox: autoDraw = False
93.5323 	EXP 	polygon: autoDraw = True
93.7496 	DATA 	Mouse:  Left button up, pos=(628,159)
94.5325 	INFO 	Keyboard events cleared
94.5323 	EXP 	polygon: autoDraw = False
94.5323 	EXP 	polygon_2: autoDraw = True
94.7999 	DATA 	Keypress: space
94.8148 	EXP 	polygon: autoDraw = False
94.8148 	EXP 	polygon_2: autoDraw = False
94.8816 	EXP 	Sound sound_1 reached end of file
94.8981 	EXP 	Sound sound_1 started
95.1924 	EXP 	Sound sound_1 stopped
95.2141 	EXP 	text: autoDraw = True
95.2141 	EXP 	textbox: autoDraw = True
96.3478 	DATA 	Keypress: 1
96.9141 	DATA 	Keypress: 0
97.0642 	DATA 	Keypress: 0
98.3345 	DATA 	Mouse: Left button down, pos=(628,159)
98.3482 	EXP 	New trial (rep=1, index=6): <Trial 18 (6 in rep 1) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 18, 'thisTrialN': 6, 'thisRepN': 1}>
98.3636 	EXP 	text: autoDraw = False
98.3636 	EXP 	textbox: autoDraw = False
98.3636 	EXP 	polygon: autoDraw = True
98.5641 	DATA 	Mouse:  Left button up, pos=(628,159)
99.3627 	INFO 	Keyboard events cleared
99.3624 	EXP 	polygon: autoDraw = False
99.3624 	EXP 	polygon_2: autoDraw = True
99.6148 	DATA 	Keypress: space
99.6295 	EXP 	polygon: autoDraw = False
99.6295 	EXP 	polygon_2: autoDraw = False
100.0125 	EXP 	Sound sound_1 reached end of file
100.0290 	EXP 	Sound sound_1 started
100.3231 	EXP 	Sound sound_1 stopped
100.3448 	EXP 	text: autoDraw = True
100.3448 	EXP 	textbox: autoDraw = True
101.6289 	DATA 	Keypress: 2
102.2454 	DATA 	Keypress: 3
102.5786 	DATA 	Keypress: 0
103.6615 	DATA 	Mouse: Left button down, pos=(690,152)
103.6623 	EXP 	New trial (rep=1, index=7): <Trial 19 (7 in rep 1) data={'delay': 0.4, 'freq': 400, 'condition': 'unexp', 'thisN': 19, 'thisTrialN': 7, 'thisRepN': 1}>
103.6782 	EXP 	text: autoDraw = False
103.6782 	EXP 	textbox: autoDraw = False
103.6782 	EXP 	polygon: autoDraw = True
103.8784 	DATA 	Mouse:  Left button up, pos=(690,152)
104.6774 	INFO 	Keyboard events cleared
104.6772 	EXP 	polygon_2: autoDraw = True
104.6937 	EXP 	polygon: autoDraw = False
104.9283 	DATA 	Keypress: space
104.9438 	EXP 	polygon: autoDraw = False
104.9438 	EXP 	polygon_2: autoDraw = False
105.3100 	EXP 	Sound sound_1 reached end of file
105.3265 	EXP 	Sound sound_1 started
105.6244 	EXP 	Sound sound_1 stopped
105.6428 	EXP 	text: autoDraw = True
105.6428 	EXP 	textbox: autoDraw = True
106.4764 	DATA 	Keypress: 4
106.6769 	DATA 	Keypress: 3
107.6967 	DATA 	Keypress: backspace
109.9753 	DATA 	Keypress: 5
110.2084 	DATA 	Keypress: 0
111.6575 	DATA 	Mouse: Left button down, pos=(568,147)
111.6583 	EXP 	New trial (rep=1, index=8): <Trial 20 (8 in rep 1) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 20, 'thisTrialN': 8, 'thisRepN': 1}>
111.6746 	EXP 	text: autoDraw = False
111.6746 	EXP 	textbox: autoDraw = False
111.6746 	EXP 	polygon: autoDraw = True
111.8916 	DATA 	Mouse:  Left button up, pos=(568,147)
112.6571 	INFO 	Keyboard events cleared
112.6569 	EXP 	polygon_2: autoDraw = True
112.6900 	EXP 	polygon: autoDraw = False
112.8920 	DATA 	Keypress: space
112.9074 	EXP 	polygon: autoDraw = False
112.9074 	EXP 	polygon_2: autoDraw = False
